,pred,true
2014-12-29,0.02264065864,0.021011459741
2014-12-30,0.0226342958838,0.0209324158756
2014-12-31,0.02255336495,0.020909316018
2015-01-05,0.0226353412404,0.0209156237566
2015-01-06,0.0226780669268,0.0209063103572
2015-01-07,0.0226674985072,0.0209021375958
2015-01-08,0.0227274869322,0.0209034938976
2015-01-09,0.022695136002,0.0208996660808
2015-01-12,0.0226480167131,0.0208494836682
2015-01-13,0.0226215552118,0.0207827505008
2015-01-14,0.0226894903,0.0206561626992
2015-01-15,0.0228284883613,0.0205490549211
2015-01-16,0.0227676972486,0.0205881827051
2015-01-19,0.0227041494343,0.0205982029192
2015-01-20,0.0227049436084,0.0205906525661
2015-01-21,0.02264267905,0.02058958187
2015-01-22,0.0225481894153,0.020587463784
2015-01-23,0.0225980786657,0.0205871842728
2015-01-26,0.0226063638168,0.0205918486584
2015-01-27,0.0225394374941,0.0205946997536
2015-01-28,0.0223681793405,0.020654367033
2015-01-29,0.0223275509391,0.0207022443076
2015-01-30,0.02238675559,0.0207208082555
2015-02-02,0.0223679331565,0.020721940116
2015-02-03,0.0223638186548,0.0207227594605
2015-02-04,0.0224510662318,0.0207233654666
2015-02-05,0.022493365117,0.0207957321463
2015-02-06,0.0224298803387,0.0208264912881
2015-02-09,0.0224136625795,0.0208209009707
2015-02-10,0.0223801333887,0.020826211461
2015-02-11,0.0222904023407,0.0208107554489
2015-02-12,0.0222614653323,0.0208133267975
2015-02-13,0.0222869367175,0.0208230416168
2015-02-16,0.0223572545264,0.0208258094919
2015-02-17,0.0223281391324,0.0207931003772
2015-02-25,0.0222510381726,0.0208109495801
2015-02-26,0.0222316735294,0.0208263388086
2015-02-27,0.0221436363361,0.0208554409308
2015-03-02,0.0222188483888,0.0208814444032
2015-03-03,0.0222480848396,0.0209576347983
2015-03-04,0.0222655438782,0.0209725864893
2015-03-05,0.0223308387227,0.0211029698689
2015-03-06,0.0223042143851,0.0211926787892
2015-03-09,0.0222525914172,0.021227478966
2015-03-10,0.0221089791325,0.0212411035938
2015-03-11,0.0221640427049,0.021320313826
2015-03-12,0.0220642653194,0.0213161820202
2015-03-13,0.0219094253191,0.0213806451181
2015-03-16,0.0218682561642,0.0214552569442
2015-03-17,0.0217438474255,0.0214832641982
2015-03-18,0.0216585170184,0.021508978724
2015-03-19,0.0215382394375,0.0215002986053
2015-03-20,0.0215028576014,0.0214909340436
2015-03-23,0.0213745209491,0.021412112772
2015-03-24,0.0210283787977,0.0213987503609
2015-03-25,0.0207698000177,0.0212697536458
2015-03-26,0.020647379393,0.0215256988175
2015-03-27,0.0206950838506,0.0216157322025
2015-03-30,0.0207740533467,0.0216956222983
2015-03-31,0.0206209151134,0.0219876120776
2015-04-01,0.0207918183224,0.0220640803486
2015-04-02,0.0206046991787,0.0221549190123
2015-04-03,0.0205778287249,0.022165052091
2015-04-07,0.0207761850221,0.0221597988309
2015-04-08,0.0207875547775,0.0222570280285
2015-04-09,0.0208429381253,0.0222560764984
2015-04-10,0.0209132365287,0.0222406767686
2015-04-13,0.0206787465595,0.0220204220436
2015-04-14,0.0204482931005,0.0218510756643
2015-04-15,0.0206707656068,0.0219192352393
2015-04-16,0.0205141383032,0.0218954427383
2015-04-17,0.0200979903882,0.0214771272479
2015-04-20,0.0199970352126,0.0222152223979
2015-04-21,0.0199546507783,0.0223107033684
2015-04-22,0.0198947369821,0.022325929444
2015-04-23,0.0196973134294,0.0223380987472
2015-04-24,0.0196446138464,0.0224116524806
2015-04-27,0.0196327674216,0.0223744092333
2015-04-28,0.0195080257649,0.0222783635638
2015-04-29,0.0193816817458,0.0222715366063
2015-04-30,0.0192230895116,0.0222809408015
2015-05-04,0.0185441630183,0.0221096857109
2015-05-05,0.0180712991705,0.0216579170229
2015-05-06,0.0180490249279,0.0215915196925
2015-05-07,0.0178906727256,0.0215975325498
2015-05-08,0.0176232709448,0.0214754098101
2015-05-11,0.0176031558785,0.0211792801115
2015-05-12,0.0172511164363,0.0211412086821
2015-05-13,0.0172427892687,0.0212254262505
2015-05-14,0.0172683844917,0.0213147897385
2015-05-15,0.0172078189601,0.0210342842772
2015-05-18,0.0173025103414,0.0209188969555
2015-05-19,0.0172753559357,0.0209760711096
2015-05-20,0.0172429266242,0.0209645502721
2015-05-21,0.0171082754181,0.0208699526095
2015-05-22,0.0171974399709,0.0208150432567
2015-05-25,0.0163413355828,0.0183960901697
2015-05-26,0.0163244653928,0.0184040619696
2015-05-27,0.016370961188,0.018409953148
2015-05-28,0.0164771156296,0.0185005267466
2015-05-29,0.0163426726119,0.0185413219965
2015-06-01,0.016226743297,0.0185787077371
2015-06-02,0.0164028069185,0.0184989368478
2015-06-03,0.0163906428009,0.0179051761727
2015-06-04,0.0163924300692,0.0175427410842
2015-06-05,0.0163150153248,0.0166442232667
2015-06-08,0.0161588356605,0.0164185795338
2015-06-09,0.0163323274495,0.0149219525841
2015-06-10,0.0165680193931,0.0148019755902
2015-06-11,0.0167394347492,0.0148263178763
2015-06-12,0.0166003964642,0.0148309233778
2015-06-15,0.0167220900624,0.014875521879
2015-06-16,0.0167248935749,0.0148799567911
2015-06-17,0.0167846295341,0.0148858049618
2015-06-18,0.016558568356,0.0148857318852
2015-06-19,0.0163742822438,0.0148573340886
2015-06-23,0.0160742244991,0.0148401710385
2015-06-24,0.0158338893651,0.014694986059
2015-06-25,0.0156360729714,0.0143985276939
2015-06-26,0.0156591689821,0.0144035882431
2015-06-29,0.0156827244569,0.0144036940733
2015-06-30,0.0156053070853,0.0143936674334
2015-07-01,0.0154957242293,0.0143981792283
2015-07-02,0.0156520847888,0.014406228757
2015-07-03,0.0154689005918,0.0143879345875
2015-07-06,0.0155949468756,0.0147760236396
2015-07-07,0.0156413889186,0.0150949017753
2015-07-08,0.0155642215744,0.0151012360931
2015-07-09,0.0154680465202,0.0151274546183
2015-07-10,0.0156883153133,0.0152023859401
2015-07-13,0.0156654364966,0.0151174017061
2015-07-14,0.0156348243332,0.0149989012378
2015-07-15,0.0155567702779,0.0149949365232
2015-07-16,0.0157193255347,0.0148916597008
2015-07-17,0.0155334617219,0.014839907119
2015-07-20,0.0155375371238,0.0148464002433
2015-07-21,0.0154422657546,0.0148459560648
2015-07-22,0.0154809521126,0.0148301379751
2015-07-23,0.0154211992156,0.0148599855811
2015-07-24,0.0155439002349,0.0148557272867
2015-07-27,0.0154214469735,0.0148561366305
2015-07-28,0.0155617991492,0.0148175816714
2015-07-29,0.0156029112074,0.0147933167161
2015-07-30,0.0154817689064,0.0147806909951
2015-07-31,0.0156630162412,0.0147995310066
2015-08-03,0.015638562508,0.0147993254334
2015-08-04,0.0155269398717,0.0147989799737
2015-08-05,0.0154975922873,0.0146500018545
2015-08-06,0.0154646160478,0.0146445613573
2015-08-07,0.0123577868347,0.0146563324507
2015-08-10,0.0123975319718,0.0146590939774
2015-08-11,0.0124508687395,0.0148156223619
2015-08-12,0.0123248739624,0.0148421955798
2015-08-13,0.0126950583502,0.0148039760372
2015-08-14,0.0127339107712,0.0147344701704
2015-08-17,0.0126843688953,0.0147319079165
2015-08-18,0.0123103442927,0.0146719376536
2015-08-19,0.0123498687423,0.0146641803673
2015-08-20,0.0122691235137,0.0146478027219
2015-08-21,0.0122065381173,0.0146342166301
2015-08-24,0.0121383151869,0.0145752916574
2015-08-25,0.0123283594489,0.0145763830964
2015-08-26,0.0125015319416,0.014421694789
2015-08-27,0.0124410344739,0.0143583303771
2015-08-28,0.0122717674711,0.0143231687884
2015-08-31,0.0123204062764,0.0143677751929
2015-09-01,0.0122612902865,0.0141963483484
2015-09-02,0.012171118742,0.0141905325352
2015-09-07,0.0123162187771,0.0141350991461
2015-09-08,0.0124599970977,0.0140441353224
2015-09-09,0.0124443237747,0.0140182024045
2015-09-10,0.0124887462437,0.0140021930486
2015-09-11,0.0124959854194,0.0139838433479
2015-09-14,0.0125055133426,0.0139775524583
2015-09-15,0.0123648147888,0.0139853314643
2015-09-16,0.0122839758369,0.0138983928015
2015-09-17,0.0124950817689,0.0138403100959
2015-09-18,0.0126358806117,0.013427859525
2015-09-21,0.0126473545351,0.0132820657063
2015-09-22,0.0128421948063,0.01308643941
2015-09-23,0.01258419265,0.0125811752109
2015-09-24,0.0125644038797,0.0124557138354
2015-09-25,0.0124248936831,0.0122462283331
2015-09-28,0.0125391468434,0.0122386724599
2015-09-29,0.0127860056345,0.0122497004897
2015-09-30,0.0124741203047,0.0120305353983
2015-10-08,0.0120963061446,0.0120610695513
2015-10-09,0.0122961019347,0.0121496150242
2015-10-12,0.012078026647,0.0121291296605
2015-10-13,0.0117305907226,0.012099076018
2015-10-14,0.0114565427703,0.012158508359
2015-10-15,0.0117767628623,0.0121637849734
2015-10-16,0.011421352634,0.0122492671155
2015-10-19,0.0103693552457,0.0107247911102
2015-10-20,0.0103772101181,0.0105345696378
2015-10-21,0.0107495758293,0.0104947977226
2015-10-22,0.0106660120109,0.0104512997835
2015-10-23,0.0106990849142,0.0102383062142
2015-10-26,0.0106803555071,0.0103981242431
2015-10-27,0.0103050436824,0.0105497818151
2015-10-28,0.0105490892181,0.0105687316278
2015-10-29,0.0106161523244,0.0106009347907
2015-10-30,0.0105037337256,0.010631087692
2015-11-02,0.0106137573934,0.010589145248
2015-11-03,0.0106939329712,0.010566950988
2015-11-04,0.0105379092292,0.0107564896844
2015-11-05,0.0107588650668,0.0106546082253
2015-11-06,0.0108750373171,0.0106371231165
2015-11-09,0.0108227934045,0.0115891362964
2015-11-10,0.0107548386444,0.0113735046551
2015-11-11,0.0108390487696,0.0111011668856
2015-11-12,0.0111826232821,0.011077555206
2015-11-13,0.0116805260543,0.0110849630004
2015-11-16,0.0117744399531,0.0109742287973
2015-11-17,0.0113762420112,0.0109715814659
2015-11-18,0.0114706091441,0.0109776806047
2015-11-19,0.0114143718836,0.0109943789288
2015-11-20,0.0116150790587,0.0109958117964
2015-11-23,0.011860499608,0.0109004899928
2015-11-24,0.011600446721,0.0109037445096
2015-11-25,0.011257145851,0.0107349219146
2015-11-26,0.011298249169,0.0106663785911
2015-11-27,0.0114746150364,0.0105839194198
2015-11-30,0.0115895056675,0.0105789728058
2015-12-01,0.0117577945313,0.0105763859856
2015-12-02,0.0118325378817,0.0105711574864
2015-12-03,0.0120415545773,0.0106107824298
2015-12-04,0.0121132280789,0.0106633492974
2015-12-07,0.0120645020539,0.0106829430574
2015-12-08,0.012284631542,0.0106950904629
2015-12-09,0.0124453030251,0.0106544183602
2015-12-10,0.0124682353367,0.0106415598755
2015-12-11,0.0125818996129,0.0105520542731
2015-12-14,0.0123669545659,0.0105833366833
2015-12-15,0.0124329874631,0.0105748600288
2015-12-16,0.0121869339864,0.0105660710901
2015-12-17,0.0118990779078,0.0105786140756
2015-12-18,0.0114668401545,0.0106231210564
2015-12-21,0.0113920582292,0.0109755287388
2015-12-22,0.0116628916658,0.011052076264
2015-12-23,0.0111813511719,0.0110388022688
2015-12-24,0.00963384768341,0.0111329430835
2015-12-25,0.01000350332,0.0111238263111
2015-12-28,0.0100603552405,0.0111255876671
2015-12-29,0.00936433232612,0.0111007702365
2015-12-30,0.00929535623349,0.011109533168
2015-12-31,0.0083593223485,0.0106497533445
2016-01-04,0.00818373133298,0.0104060014473
2016-01-05,0.00803345178936,0.0105232537285
2016-01-06,0.00842604155823,0.0104803239078
2016-01-07,0.00895282929214,0.010386796085
2016-01-08,0.00937041126209,0.0104108942979
2016-01-11,0.00978275849668,0.0103882171716
2016-01-12,0.00986224157138,0.0105247247433
2016-01-13,0.0102408061355,0.0107674673524
2016-01-14,0.0107488308633,0.0107794629869
2016-01-15,0.0108142535474,0.0107926363609
2016-01-18,0.0108552475923,0.0108205395564
2016-01-19,0.0113046974572,0.0109268708062
2016-01-20,0.01162038806,0.0110237886703
2016-01-21,0.011474215654,0.0110018380981
2016-01-22,0.0114433522414,0.0110071025396
2016-01-25,0.0104666365998,0.0112542812595
2016-01-26,0.0104101761653,0.0112834640745
2016-01-27,0.0105760480717,0.0115369030352
2016-01-28,0.0102932346507,0.0114931259767
2016-01-29,0.0101209789213,0.0115462699496
2016-02-01,0.0104013706472,0.0115545471538
2016-02-02,0.0103081201179,0.0116688630657
2016-02-03,0.0100821901315,0.0117397901281
2016-02-04,0.0103272195072,0.0117197103845
2016-02-05,0.0105767579286,0.0117177046773
2016-02-15,0.0107614721299,0.0116916070764
2016-02-16,0.0112549975182,0.0116552406095
2016-02-17,0.0116282367569,0.0116691482399
2016-02-18,0.0117154706376,0.0116711034309
2016-02-19,0.0117978030203,0.0116750798627
2016-02-22,0.0114681839408,0.0116739968251
2016-02-23,0.0118111042108,0.0116676280226
2016-02-24,0.0116546223068,0.0116796417801
2016-02-25,0.0117142710003,0.0117365949879
2016-02-26,0.0114986090803,0.0117266620241
2016-02-29,0.0103935295347,0.0117205758423
2016-03-01,0.00880574769021,0.0117163828613
2016-03-02,0.00906255299098,0.0116933518882
2016-03-03,0.00905351394922,0.0117180462288
2016-03-04,0.00876836581773,0.0116352009586
2016-03-07,0.00837513606902,0.0116617731008
2016-03-08,0.00856012200202,0.0116679353287
2016-03-09,0.00887580962927,0.0116828975068
2016-03-10,0.0101282952793,0.0116911476497
2016-03-11,0.0103882993561,0.0116798950135
2016-03-14,0.0106862789875,0.011665611203
2016-03-15,0.0107262338744,0.0116650426058
2016-03-16,0.0103109009309,0.0116850205352
2016-03-17,0.00983337038691,0.0116789286628
2016-03-18,0.0104068926836,0.0116804670115
2016-03-21,0.0103475053475,0.0116798263143
2016-03-22,0.0106512654916,0.0116913594812
2016-03-23,0.0109155678141,0.0116852314293
2016-03-24,0.0111674457318,0.0116654153959
2016-03-25,0.0110954814422,0.0116527457989
2016-03-28,0.0112922246677,0.0116917575867
2016-03-29,0.0114671978217,0.0117078344182
2016-03-30,0.0117249551152,0.0116913330668
2016-03-31,0.0117299033891,0.0116703203811
2016-04-01,0.0117574381924,0.0116692275656
2016-04-05,0.0117506681657,0.0116356453599
2016-04-06,0.0118531387926,0.0115525096756
2016-04-07,0.0119471921504,0.0115861190783
2016-04-08,0.0117193529951,0.0115385596399
2016-04-11,0.0116731145945,0.0113005405886
2016-04-12,0.0121491629374,0.0113324514426
2016-04-13,0.0122887670306,0.0114623588143
2016-04-14,0.0123850072138,0.0116336896929
2016-04-15,0.0123936472781,0.011571067536
2016-04-18,0.0118011955459,0.0115775043907
2016-04-19,0.0120523073124,0.0116005571192
2016-04-20,0.012271412377,0.0118226931238
2016-04-21,0.0118542096264,0.0117885060427
2016-04-22,0.0119188745078,0.0118230608086
2016-04-25,0.0117567732288,0.0123497296132
2016-04-26,0.0112008296374,0.0123261187744
2016-04-27,0.0116370672369,0.0123570669715
2016-04-28,0.0113891785093,0.0123783927144
2016-04-29,0.0114132629807,0.0123461653146
2016-05-03,0.0115272541107,0.0122747192387
2016-05-04,0.0112956251414,0.012270965847
2016-05-05,0.0113636649107,0.0122707293735
2016-05-06,0.0103045775026,0.0113416392994
2016-05-09,0.010278886861,0.0113994686744
2016-05-10,0.010700074347,0.0113847808326
2016-05-11,0.010799432545,0.0113850703108
2016-05-12,0.0108455619435,0.0113946211089
2016-05-13,0.0109402828316,0.0113943995839
2016-05-16,0.0107978348972,0.011401345789
2016-05-17,0.0107805948019,0.011390512618
2016-05-18,0.0109841447771,0.0114429200474
2016-05-19,0.0112994427114,0.0114604533464
2016-05-20,0.0113423883288,0.0114650004887
2016-05-23,0.0114702131011,0.0114445762647
2016-05-24,0.0115554205683,0.0114287950822
2016-05-25,0.0117565906322,0.0114069634297
2016-05-26,0.0110249256916,0.0114108750909
2016-05-27,0.0109402397676,0.011372481007
2016-05-30,0.0110143441247,0.011373383369
2016-05-31,0.0111111061353,0.01137611145
2016-06-01,0.0110267517584,0.0113323916449
2016-06-02,0.0110057341352,0.0112707478407
2016-06-03,0.0111325531781,0.0112430389713
2016-06-06,0.0110092968334,0.0111862919684
2016-06-07,0.0110329735738,0.0111735277462
2016-06-08,0.0112335622323,0.011172904134
2016-06-13,0.0112337883815,0.0111834907302
2016-06-14,0.0114389936031,0.0111986116025
2016-06-15,0.0115037462943,0.011205394997
2016-06-16,0.011421754254,0.0112001537025
2016-06-17,0.0115112481552,0.0111739932869
2016-06-20,0.0117274853823,0.0110710198036
2016-06-21,0.0116838882424,0.0106248593242
2016-06-22,0.0115512946061,0.0105076555039
2016-06-23,0.0114523804924,0.0105033074853
2016-06-24,0.011424382206,0.0103710678789
2016-06-27,0.011612932854,0.0105057864717
2016-06-28,0.0112660648147,0.0104589850001
2016-06-29,0.0113604711889,0.010462570807
2016-06-30,0.0112840987664,0.010479814214
2016-07-01,0.0112891716893,0.0105404284719
2016-07-04,0.0106194753178,0.0104197364372
2016-07-05,0.0109722226538,0.0103363024428
2016-07-06,0.0111338086612,0.010336057079
2016-07-07,0.0118044293031,0.0103505411248
2016-07-08,0.0107813397397,0.0102841830625
2016-07-11,0.0107576415229,0.0102267039476
2016-07-12,0.0103242733265,0.0100217280289
2016-07-13,0.0100730834342,0.0096793861799
2016-07-14,0.00992602653571,0.00967898131664
2016-07-15,0.00999775442364,0.00968089285582
2016-07-18,0.0100611808734,0.00967948329264
2016-07-19,0.0100955754605,0.00962036028903
2016-07-20,0.0101365716862,0.00964603985997
2016-07-21,0.010280139085,0.00978436508785
2016-07-22,0.0101838269815,0.00975710214111
2016-07-25,0.0101705133721,0.00953523005373
2016-07-26,0.0103416791031,0.0095078340084
2016-07-27,0.00971781935974,0.00925461900653
2016-07-28,0.00965761982526,0.00924958302397
2016-07-29,0.00948896716794,0.00916927942192
2016-08-01,0.00931748453176,0.00915227358241
2016-08-02,0.00959221955206,0.00904313478592
2016-08-03,0.00984023481629,0.00896055317091
2016-08-04,0.0101745757426,0.00893062372982
2016-08-05,0.0102125624685,0.00894884857677
2016-08-08,0.010489740631,0.0085843032912
2016-08-09,0.0104701780633,0.00863629262451
2016-08-10,0.0106948917433,0.00867964223615
2016-08-11,0.0108847858013,0.00867964175927
2016-08-12,0.0112120284248,0.0087076088178
2016-08-15,0.0113444941152,0.00881676196149
2016-08-16,0.0112273196283,0.00882443165406
2016-08-17,0.011403927143,0.00884873241739
2016-08-18,0.0111073835437,0.0088064177561
2016-08-19,0.0110513443318,0.00885215253547
2016-08-22,0.0107856496344,0.00885121101901
2016-08-23,0.0111400334373,0.00895198034648
2016-08-24,0.0108438496938,0.00901483804275
2016-08-25,0.0109416026572,0.00899778393526
2016-08-26,0.0108337792507,0.00899687171104
2016-08-29,0.010768352962,0.00897145859582
2016-08-30,0.0109017076413,0.00910896559476
2016-08-31,0.0108671771763,0.00903850143519
2016-09-01,0.0106221431649,0.00899699004004
2016-09-02,0.0106057627318,0.00898862481162
2016-09-05,0.0105420282246,0.00897930382742
2016-09-06,0.0105366055204,0.00897904136548
2016-09-07,0.0106712492853,0.00893653854012
2016-09-08,0.0108436075612,0.00892637916433
2016-09-09,0.0111598839713,0.00893339994532
2016-09-12,0.0111622735548,0.00893914953701
2016-09-13,0.0109629202493,0.00893771723062
2016-09-14,0.0107791486439,0.00894088164903
2016-09-19,0.0107684851011,0.00895827721678
2016-09-20,0.0109145974888,0.0089562486381
2016-09-21,0.010809289462,0.0089285235808
2016-09-22,0.0107247954999,0.00892145018633
2016-09-23,0.0110102488796,0.008941996447
2016-09-26,0.0108508036843,0.00895492556272
2016-09-27,0.0108481455757,0.00895651772544
2016-09-28,0.01118483148,0.00895924922467
2016-09-29,0.0114011211881,0.00894672162097
2016-09-30,0.01157672024,0.00891005986548
2016-10-10,0.0119420702204,0.00939084668471
2016-10-11,0.0121004472482,0.00938127205205
2016-10-12,0.0122033022968,0.00934078373591
2016-10-13,0.0121838481507,0.00910151049454
2016-10-14,0.0122202194008,0.00889123110327
2016-10-17,0.0121664843135,0.00889542091861
2016-10-18,0.0122444727638,0.00888275374703
2016-10-19,0.0121953945893,0.00887117034887
2016-10-20,0.0120509065997,0.00857764052981
2016-10-21,0.0121373511288,0.00834560003024
2016-10-24,0.0123966450146,0.0080138727779
2016-10-25,0.0120724241503,0.00703791364183
2016-10-26,0.0120270680743,0.00730940794967
2016-10-27,0.0119533251821,0.00729639593272
2016-10-28,0.0119857550992,0.00727601426228
2016-10-31,0.0124637067278,0.00728343919255
2016-11-01,0.0128585247398,0.00724055207677
2016-11-02,0.0129198479709,0.00724439926491
2016-11-03,0.0129202280453,0.00724431445438
2016-11-04,0.0128720521452,0.00724953216213
2016-11-07,0.0123769651342,0.0071093585275
2016-11-08,0.0122781395185,0.00713483519434
2016-11-09,0.0122358518339,0.00714009525529
2016-11-10,0.0122580058902,0.00720976834685
2016-11-11,0.0122840323591,0.00733946373747
2016-11-14,0.0124631327989,0.00757784517197
2016-11-15,0.0123875248825,0.00771972917535
2016-11-16,0.0123491322046,0.00766653855118
2016-11-17,0.012299880674,0.00787021564361
2016-11-18,0.0124152251697,0.00788763676111
2016-11-21,0.0124811499664,0.0078885191308
2016-11-22,0.0125528165247,0.00788527307769
2016-11-23,0.0123366119698,0.00789186604131
2016-11-24,0.0124870633489,0.00788551499001
2016-11-25,0.0125584106086,0.00792899965453
2016-11-28,0.0123773928618,0.0079297920869
2016-11-29,0.0121916107133,0.00843251120603
2016-11-30,0.0123697527775,0.0090081050907
2016-12-01,0.0125907929302,0.00991331914646
2016-12-02,0.0127061781498,0.00999572293949
2016-12-05,0.0130506358562,0.0100206086601
2016-12-06,0.0129731046893,0.0113537339776
2016-12-07,0.0129931406471,0.0113564870226
2016-12-08,0.0129205073605,0.0113578527086
2016-12-09,0.0129916277468,0.0113202084358
2016-12-12,0.0134116633375,0.011737389158
2016-12-13,0.0134427590239,0.012174969919
2016-12-14,0.0136874490394,0.0124767491784
2016-12-15,0.0135634105367,0.0159845764109
2016-12-16,0.0137616963467,0.0159870386389
2016-12-19,0.0135973771709,0.0162809603771
2016-12-20,0.0134476378599,0.0164801216223
2016-12-21,0.0135556731945,0.0167187074683
2016-12-22,0.0142715842519,0.0169980292352
2016-12-23,0.0144250871043,0.0173231703994
2016-12-26,0.0142966287575,0.0174155487596
2016-12-27,0.0142540456707,0.0174054917268
2016-12-28,0.014249727509,0.0173676988781
2016-12-29,0.0144344165457,0.0176516598319
2016-12-30,0.0144560954352,0.0177655676266
2017-01-03,0.0148287206858,0.0177568064316
2017-01-04,0.0147451303267,0.0177200125924
2017-01-05,0.0147901206231,0.0177380368499
2017-01-06,0.0147910794491,0.0177331625892
2017-01-09,0.014540914431,0.0177903150794
2017-01-10,0.0140798042855,0.0178277328014
2017-01-11,0.0141813157276,0.0178423454718
2017-01-12,0.0138952782331,0.0178462550543
2017-01-13,0.0137495837582,0.0178320653014
2017-01-16,0.0136372946143,0.0178224804461
2017-01-17,0.0135725269491,0.0178523749277
2017-01-18,0.0131710014516,0.0177570544016
2017-01-19,0.0133917680541,0.0177635442236
2017-01-20,0.013377840019,0.0178032912216
2017-01-23,0.0135772081461,0.0178154957536
2017-01-24,0.0134905478518,0.017831398127
2017-01-25,0.0135830759378,0.0179743569641
2017-01-26,0.0135382203179,0.017950835047
2017-02-03,0.0138560866019,0.0180744705253
2017-02-06,0.0140406643435,0.0182766693371
2017-02-07,0.0142798651722,0.0183939042541
2017-02-08,0.0143228995428,0.0183870669311
2017-02-09,0.0143471602445,0.0184789498928
2017-02-10,0.0142017083651,0.0184296553169
2017-02-13,0.014155601112,0.0183822005447
2017-02-14,0.0141721552097,0.0183298197584
2017-02-15,0.0141291353648,0.0183221254617
2017-02-16,0.0139046917174,0.0183039527865
2017-02-17,0.0137135157243,0.0182469626653
2017-02-20,0.0138412594105,0.0183429423164
2017-02-21,0.0139506827234,0.0183434971271
2017-02-22,0.0142010772266,0.0183493519914
2017-02-23,0.0141277555544,0.0183616366194
2017-02-24,0.0140470991192,0.018353363798
2017-02-27,0.0141555446793,0.0183579808073
2017-02-28,0.0141256605854,0.0183481430763
